Tax transferee,Amount due,Tax years due,Date,Land use code,Census tract
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,909.35 ","2,013,201,420,152,010,000,000,000,000",11/1/2020,101,13121005502
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,773.63 ","201,120,122,013,201,000,000,000",10/1/2018,101,13121007400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$6,276.15 ","2,013,201,420,152,010,000,000,000,000",3/1/2021,101,13121005502
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$12,792.26 ","201,520,162,017,201,000,000,000",11/1/2021,101,13121004200
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$11,083.50 ","201,320,142,015",12/1/2016,373,13121004200
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,020.14 ","20,172,018",8/1/2021,373,13121007602
,"$6,931.41 ","20,122,013,201,420,100,000",5/1/2019,100,13121008201
"InVesta Services, LLC, Servicer For Christiana Trst. Custodian for GSRAN-Z","$2,064.03 ","2,012,201,320,142,010,000,000,000,000",8/1/2019,100,13121011800
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$1,985.43 ","201,720,182,019",11/1/2020,100,13121011800
"InVesta Services LLC, Christiana Trust as Custodian","$5,441.09 ","200,820,092,010,201,000,000,000",7/1/2015,101,13121004200
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,940.76 ","201,220,132,014",4/1/2017,371,13121011800
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,861.54 ","201,220,132,014",8/1/2017,371,13121011800
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$8,718.32 ","20,122,013",10/1/2016,371,13121011800
RIAH CAPITAL MANAGEMENT LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC,"$1,325.31 ","20,102,011",9/1/2016,371,13121011800
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$12,289.59 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121007001
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$2,481.06 ","20,122,013",4/1/2015,101,13121008201
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$5,491.71 ","2,008,200,920,102,010,000,000,000,000",9/1/2017,100,13121007602
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$32,834.35 ","201,620,172,018,201,000,000,000",10/1/2022,371,13121004200
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$5,596.78 ","201,320,142,015",11/1/2016,101,13121007001
,"$5,987.51 ","20,122,013,201,420,100,000",6/1/2019,100,13121007400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$15,174.22 ","2,010,201,120,122,010,000,000,000,000",11/1/2017,100,13121011800
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN,"$1,377.89 ",2014,10/1/2016,101,13121004200
METRO M3 INC,"$10,696.74 ","2,012,201,320,142,010,000,000,000,000",4/1/2021,100,13121005502
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$4,545.95 ","20,132,014",2/1/2018,2C1,13121007001
,"$6,246.49 ","20,142,015",6/1/2016,2C1,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,331.34 ","20,142,015,201,620,100,000",9/1/2019,100,13121006602
INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN,"$6,784.59 ",2013,4/1/2016,374,13121006100
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECIEVABLE LLC","$2,197.48 ","200,720,082,009,201,000,000,000",7/1/2015,100,13121006602
Investa Services as Custodian for Christiana Trust,"$8,191.21 ","20,122,013",4/1/2015,102,13121005000
,"$14,689.82 ","20,142,015",6/1/2016,2D1,13121002900
"Atlanta Real Estate Assembly, LLC","$14,427.61 ",2015,9/1/2017,371,13121002900
"Investa Services, LLC Christina Trust as Custodian; Investa Services of GA Christina Trust as Custodian","$3,572.96 ","201,220,132,014",9/1/2015,101,13121006602
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,094.08 ","2,015,201,620,172,010",9/1/2019,101,13121006602
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,602.48 ",2011,8/1/2017,101,13121006602
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$4,251.06 ","201,420,152,016",2/1/2018,101,13121006602
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,830.39 ",2011,10/1/2016,101,13121001700
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$17,409.78 ","201,620,182,019",2/1/2021,700,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST, CUSTODIAN  FOR GSRAN-Z","$12,964.56 ","2,012,201,320,142,010,000,000,000,000",2/1/2020,102,13121006602
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC",$927.70 ,"20,132,014",12/1/2017,320,13121001700
"Investa Services, LLC / Christiana Trust as Custodian; Investa Services, LLC as Nominee for Fulton Tax Capital III, LC; Plymouth Park Tax Services, LLC, C/O Vesta Holdings; Vesta Holdings VII, LLC as Nominee for Fulton Tax Capital II, LLC","$22,774.33 ","2,009,201,020,112,010",5/1/2015,362,13121005000
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$16,789.17 ","201,620,182,019",10/1/2020,700,13121002600
,"$14,696.90 ","201,120,122,013,201,000,000,000",6/1/2018,102,13121006602
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$17,689.29 ","201,420,152,016,201,000,000,000",10/1/2020,102,13121006602
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$1,756.63 ",2015,9/1/2017,101,13121002600
"INVESTA SERVICES AS GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,675.13 ","20,132,015,201,620,100,000",12/1/2019,101,13121006602
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$2,112.33 ",2011,12/1/2017,101,13121002600
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,942.64 ",2018,11/1/2020,100,13121003000
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$3,204.51 ",2018,3/1/2021,100,13121003000
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$3,527.15 ",2018,6/1/2021,100,13121003000
,"$5,513.94 ","201,320,142,015",3/1/2017,310,13121005502
,"$1,494.65 ",2021,10/1/2022,100,13121003000
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$3,127.46 ","20,122,013",3/1/2015,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$17,853.30 ","20,152,016",2/1/2018,373,13121003000
InVesta Services LLC Christina Trust as Custodian,"$5,008.51 ","20,102,011,201,220,100,000",5/1/2016,101,13121002600
"InVesta Services of GA as custodian for  Granite Tax, LLC","$1,085.13 ",2012,11/1/2015,101,13121006602
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$23,742.01 ","20,142,015",3/1/2017,101,13121001400
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST CUSTODIAN","$11,480.22 ","201,020,112,012,201,000,000,000",3/1/2017,101,13121006602
"InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LC","$4,416.13 ",2012,2/1/2015,374,13121006100
"INVESTA SERVICES, LLC AS NOMINEE FOR FULTON TAX CAPITAL III LC; INVESTA SERVICES OF GA AS NOMINEE FOR FULTON TAX CAPITAL IV, LC; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$27,243.58 ","20,112,012,201,320,100,000",5/1/2017,101,13121005000
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$2,742.76 ","20,122,013",3/1/2015,101,13121007001
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LLC","$2,578.75 ","20,122,013",3/1/2015,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$3,186.14 ","20,142,015",2/1/2017,101,13121007001
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Granite Tax, LLC","$2,317.59 ","20,122,013",3/1/2015,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$13,973.07 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,101,13121006100
,"$9,330.41 ","20,102,011,201,220,100,000",11/1/2015,101,13121006100
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,880.40 ",2011,5/1/2017,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$15,665.93 ","201,320,142,015",11/1/2016,101,13121001800
,"$17,562.71 ","201,520,162,017,201,000,000,000",3/1/2022,300,13121001800
INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN,"$1,661.21 ",2013,8/1/2016,101,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,090.43 ","201,320,142,015,201,000,000,000",12/1/2019,101,13121008601
"InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LLC","$67,552.88 ",2012,2/1/2015,3C4,13121001900
Tassa Enterprises LLC as Nominee for Tassa Partners I LLC,"$285,290.66 ","2,008,200,920,102,010",11/1/2016,3C4,13121001900
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,556.01 ",2011,6/1/2015,101,13121006100
Investa Services LLC Christiana Trust as Custodian; Investa Services of GA Christiana Trust as Custodian; Investa Services of GA as Nominee for Fulton Tax Capital IV LC; Investa Services LLC as Nominee for Fulton Tax Capital III LC,"$15,237.12 ","2,011,201,220,132,010",5/1/2015,101,13121005000
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,771.88 ","201,120,122,013,201,000,000,000",10/1/2018,101,13121006100
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$66,367.94 ","201,620,172,018,201,000,000,000",10/1/2022,361,13121002800
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$2,377.93 ","20,132,014",8/1/2016,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$2,611.50 ","20,142,015",10/1/2016,101,13121006100
Investa Services of GA Christina Trust as Custodian,"$1,463.28 ","20,122,013",9/1/2015,101,13121006100
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA AS CUSTODIAN FOR INVESTA (C1) SPE-GA LLC, INVESTA SERVICES OF GA AS NOMINEE FOR FULTON TAX CAPITAL IV LC, INVESTA SERVICES LLC AS NOMINEE FOR FULTON TAX CAPITAL III LC, VESTA HOLDINGS VII LLC AS NOMINEE FOR FULTON TAX CAPITAL II LLC","$79,336.40 ","201,020,112,012,201,000,000,000",4/1/2016,620,13121006100
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,808.79 ",2015,9/1/2017,373,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$3,032.89 ","20,142,015",2/1/2017,101,13121006100
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,827.41 ","201,420,162,018",12/1/2019,101,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$53,553.32 ","2,015,201,620,172,010,000,000,000,000",9/1/2022,374,13121006100
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$9,046.43 ","20,102,011",11/1/2016,374,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA AS NOMINEE FOR FULTON TAX CAPITAL IV, LC, INVESTA SERVICES, LLC AS NOMINEE FOR FULTON TAX CAPITAL III LC","$25,260.24 ","20,112,012,201,320,100,000",11/1/2016,101,13121005000
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$15,520.30 ","201,320,142,015",5/1/2017,374,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,421.32 ","201,220,132,014,201,000,000,000",9/1/2019,100,13121010800
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$16,870.56 ","201,420,152,016",3/1/2018,374,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,145.55 ","20,112,012",2/1/2019,101,13121007001
"Investa Services, LLC / Christiana Trust as Custodian","$13,007.72 ","200,920,102,011,201,000,000,000",5/1/2015,101,13121006602
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$1,886.34 ","20,132,014",5/1/2017,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$9,181.90 ","20,142,015",3/1/2017,332,13121003200
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$541.34 ,2018,4/1/2021,100,13121002600
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$555.90 ,2018,2/1/2021,100,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,909.61 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121000700
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$16,845.53 ","200,720,082,009,201,000,000,000",6/1/2015,101,13121006100
"Elite Capital Investments , LLC.","$10,729.02 ","201,320,142,015,201,000,000,000",11/1/2019,100,13121005502
,"$8,382.96 ","201,120,122,013",5/1/2018,100,13121005502
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,437.83 ","2,010,201,120,122,010,000,000,000,000",2/1/2018,100,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,558.52 ","2,010,201,120,122,010,000,000,000,000",5/1/2018,100,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,108.71 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,064.87 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121002600
"INVESTA SERVICES LLC, SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,384.85 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,100,13121006100
,"$5,352.23 ","20,142,015",12/1/2016,398,13121000700
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$18,552.60 ","201,320,142,015",12/1/2016,101,13121004900
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,535.98 ","20,132,015",4/1/2017,101,13121004900
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$555.90 ,2018,2/1/2021,100,13121002600
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$911.81 ,2017,8/1/2020,100,13121007400
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$560.47 ,2018,10/1/2021,100,13121000700
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN,"$1,103.55 ","20,132,014",10/1/2016,107,13121004900
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z","$17,355.47 ","2,016,201,720,182,010",10/1/2022,107,13121004900
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,244.34 ",2014,12/1/2019,101,13121005502
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,010.75 ",2017,11/1/2020,100,13121007400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,506.84 ","2,014,201,520,162,010,000,000,000,000",8/1/2021,100,13121006100
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC",$609.64 ,2013,2/1/2016,101,13121006100
"RIAH CAPITAL MANAGEMENT, LLC  AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC",$606.21 ,2013,12/1/2015,101,13121006100
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,799.95 ",2013,9/1/2015,300,13121004900
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$14,729.95 ","201,120,122,013,201,000,000,000",12/1/2018,339,13121011201
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$11,127.41 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121007001
"DELMONT 21, LLC ; THOMAS MURTOUGH, LLC MANAGER","$17,796.67 ","2,010,201,120,122,010,000,000,000,000",12/1/2017,100,13121000700
METRO M3 INC,"$9,435.50 ","2,012,201,320,142,010,000,000,000,000",9/1/2020,100,13121005502
METRO M3 INC,"$9,093.40 ","2,012,201,320,142,010,000,000,000,000",11/1/2019,100,13121005502
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,172.67 ",2017,3/1/2021,100,13121007400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,282.39 ","201,120,122,013,201,000,000,000",12/1/2018,101,13121011201
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$548.12 ,2018,2/1/2021,100,13121002600
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC",$953.99 ,2012,11/1/2019,101,13121011201
Investa Services as Custodian for Christiana Trust,"$4,913.43 ","2,010,201,120,122,010",3/1/2015,101,13121007001
"Investa Services of GA Christiana Trust as Custodian; InVesta Services of GA as Nominee for Fulton Tax Capital IV, LC","$1,537.75 ","20,122,013",5/1/2015,102,13121011201
"Investa Services, LLC / Christiana Trust as Custodian","$10,077.74 ","20,072,008,200,920,100,000,000,000,000,000",5/1/2015,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$8,435.61 ","201,320,142,015",12/1/2016,371,13121010800
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN,"$8,938.63 ","20,102,011,201,220,100,000",12/1/2017,101,13121006100
,"$20,595.50 ","2,009,201,020,112,010,000,000,000,000",10/1/2016,300,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,188.25 ","20,152,016",11/1/2019,300,13121002600
,"$4,652.23 ","2,008,200,920,102,010,000,000,000,000",7/1/2015,100,13121002600
"Elite Capital Investments, LLC.","$12,239.85 ","2,012,201,320,142,010,000,000,000,000",10/1/2019,100,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$1,658.46 ",2015,8/1/2017,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$8,156.47 ","2,012,201,320,142,010,000,000,000,000",9/1/2019,100,13121006100
"InVesta Services of GA as custodian for  Granite Tax, LLC",$992.61 ,2012,3/1/2015,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$6,837.69 ","2,014,201,520,162,010,000,000,000,000",9/1/2021,101,13121006100
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,219.96 ","201,720,182,019",11/1/2020,100,13121002600
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,378.07 ","2,010,201,120,122,010,000,000,000,000",10/1/2017,100,13121002600
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$11,286.28 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121006100
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$10,311.32 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121006100
,"$5,202.73 ",2020,2/1/2022,300,13121000700
"INVICTA SERVICES I, LLC C/O MCCULLOUGH, PAYNE & HAAN","$37,055.70 ","20,142,015",11/1/2018,353,13121002600
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$19,815.99 ",2013,6/1/2017,353,13121002600
"InVesta Services, LLC Servicer for Christina Trst Custodian for GSRAN-Z","$10,322.69 ","2,009,201,020,112,010,000,000,000,000",5/1/2016,101,13121011201
,"$14,996.77 ",2016,10/1/2017,353,13121002600
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,521.67 ",2011,5/1/2017,101,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$9,105.60 ","201,120,122,013,201,000,000,000",11/1/2018,101,13121008000
